CLASS_NAME,DEPT,COURSE_NUM,COURSE_TOPIC,FULL_ID
Special Topics in International Relations,PLIR,7500,Innovating for Defense,Special Topics in International RelationsPLIR7500Innovating for Defense
Advanced Topics in International Relations Theory,PLIR,8639,,Advanced Topics in International Relations TheoryPLIR8639
"Non-Topical Research, Preparation for Research",PLIR,8998,,"Non-Topical Research, Preparation for ResearchPLIR8998"
Non-Topical Research,PLIR,8999,,Non-Topical ResearchPLIR8999
"Non-Topical Research, Preparation for Doctoral Research",PLIR,9998,,"Non-Topical Research, Preparation for Doctoral ResearchPLIR9998"
Non-Topical Research,PLIR,9999,,Non-Topical ResearchPLIR9999
Introduction to Political Theory,PLPT,1010,,Introduction to Political TheoryPLPT1010
Ancient and Medieval Political Theory,PLPT,3010,,Ancient and Medieval Political TheoryPLPT3010
Contemporary Political Thought,PLPT,3030,,Contemporary Political ThoughtPLPT3030
Politics & Literature,PLPT,4060,,Politics & LiteraturePLPT4060
Liberalism and Its Critics,PLPT,4070,,Liberalism and Its CriticsPLPT4070
Special Topics in Political Theory,PLPT,4500,The Politics of Emergencies,Special Topics in Political TheoryPLPT4500The Politics of Emergencies
Special Topics in Political Theory,PLPT,4500,Conservative Political Thought,Special Topics in Political TheoryPLPT4500Conservative Political Thought
Special Topics in Political Theory,PLPT,4500,Queering the Social Contract,Special Topics in Political TheoryPLPT4500Queering the Social Contract
Senior Thesis,PLPT,4999,,Senior ThesisPLPT4999
Special Topics in Political Theory,PLPT,5500,Founders and Leaders of the World,Special Topics in Political TheoryPLPT5500Founders and Leaders of the World
Selected Problems in Theory and Method,PLPT,5993,,Selected Problems in Theory and MethodPLPT5993
Special Topics in Political Theory,PLPT,8500,Islam and Political Theory,Special Topics in Political TheoryPLPT8500Islam and Political Theory
"Non-Topical Research, Preparation for Research",PLPT,8998,,"Non-Topical Research, Preparation for ResearchPLPT8998"
Non-Topical Research,PLPT,8999,,Non-Topical ResearchPLPT8999
"Non-Topical Research, Preparation for Doctoral Research",PLPT,9998,,"Non-Topical Research, Preparation for Doctoral ResearchPLPT9998"
Non-Topical Research,PLPT,9999,,Non-Topical ResearchPLPT9999
Introduction to Polish Language,POL,1220,,Introduction to Polish LanguagePOL1220
Intermediate Polish Language,POL,2220,,Intermediate Polish LanguagePOL2220
Intensive Portuguese for Speakers of Spanish and other Romance Languages,PORT,2050,,Intensive Portuguese for Speakers of Spanish and other Romance LanguagesPORT2050
Intermediate Intensive Portuguese,PORT,2120,,Intermediate Intensive PortuguesePORT2120
New Course in Portuguese Translation,POTR,4559,,New Course in Portuguese TranslationPOTR4559
Research Seminar,PPL,4010,,Research SeminarPPL4010
"Introduction to Population Health: Programs, Policy & Epidemiology",PSHM,4300,,"Introduction to Population Health: Programs, Policy & EpidemiologyPSHM4300"
Introduction to Research in the Health Sciences,PSHM,4400,,Introduction to Research in the Health SciencesPSHM4400
Service Excellence in Health Care: Quality Improvement & Customer Service,PSHM,4600,,Service Excellence in Health Care: Quality Improvement & Customer ServicePSHM4600
Economics and Finance of Health Care,PSHM,4700,,Economics and Finance of Health CarePSHM4700
Capstone II: Health Sciences Management Project Implementation,PSHM,4950,,Capstone II: Health Sciences Management Project ImplementationPSHM4950
"Population Health: Programs, Policy, and Epidemiology",PSHM,5300,,"Population Health: Programs, Policy, and EpidemiologyPSHM5300"
Service Excellence in Health Care: Quality Improvement & Customer Service,PSHM,5600,,Service Excellence in Health Care: Quality Improvement & Customer ServicePSHM5600
Economics and Finance of Health Care,PSHM,5700,,Economics and Finance of Health CarePSHM5700
Communication and Team Development,PSLP,5330,,Communication and Team DevelopmentPSLP5330
Financial Management for Leaders,PSLP,5340,,Financial Management for LeadersPSLP5340
Strategic Database Marketing,PSMT,6020,,Strategic Database MarketingPSMT6020
Public Organization Management,PSPA,5020,,Public Organization ManagementPSPA5020
Public Budgeting and Financial Management,PSPA,5030,,Public Budgeting and Financial ManagementPSPA5030
Introduction to Project Management,PSPM,5030,,Introduction to Project ManagementPSPM5030
Project Risk Management,PSPM,5210,,Project Risk ManagementPSPM5210
Principles and Practices of Agile Project Management,PSPM,5290,,Principles and Practices of Agile Project ManagementPSPM5290
Core Seminar in Political and Social Thought II,PST,4870,,Core Seminar in Political and Social Thought IIPST4870
Workshop in Thesis Research,PST,4989,,Workshop in Thesis ResearchPST4989
Independent Study in Poltical & Social Thought,PST,4993,,Independent Study in Poltical & Social ThoughtPST4993
Thesis in Political and Social Thought,PST,4999,,Thesis in Political and Social ThoughtPST4999
Introductory Psychology,PSYC,1010,,Introductory PsychologyPSYC1010
Research Methods and Data Analysis I,PSYC,2005,,Research Methods and Data Analysis IPSYC2005
Introduction to Cognition,PSYC,2150,,Introduction to CognitionPSYC2150
A Survey of the Neural Basis of Behavior,PSYC,2200,,A Survey of the Neural Basis of BehaviorPSYC2200
Abnormal Psychology,PSYC,2410,,Abnormal PsychologyPSYC2410
Introduction to Social Psychology,PSYC,2600,,Introduction to Social PsychologyPSYC2600
Introduction to Child Psychology,PSYC,2700,,Introduction to Child PsychologyPSYC2700
Research Methods and Data Analysis II,PSYC,3006,,Research Methods and Data Analysis IIPSYC3006
RM: Psychobiology Laboratory,PSYC,3210,,RM: Psychobiology LaboratoryPSYC3210
RM: R Applications in Psychology,PSYC,3310,,RM: R Applications in PsychologyPSYC3310
The Psychology of Women and Gender,PSYC,3450,,The Psychology of Women and GenderPSYC3450
Infant Development,PSYC,3490,,Infant DevelopmentPSYC3490
Special Topics in Psychology,PSYC,3500,RM: Social Psychology,Special Topics in PsychologyPSYC3500RM: Social Psychology
New Course in Psychology,PSYC,3559,Advanced Research in Psychology,New Course in PsychologyPSYC3559Advanced Research in Psychology
New Course in Psychology,PSYC,3559,RM: Group Process and Facilitation,New Course in PsychologyPSYC3559RM: Group Process and Facilitation
Research in Psychology,PSYC,3590,,Research in PsychologyPSYC3590
Seminar for Distinguished Majors,PSYC,3870,,Seminar for Distinguished MajorsPSYC3870
Psycholinguistics,PSYC,4110,,PsycholinguisticsPSYC4110
Psychology of Reading,PSYC,4120,,Psychology of ReadingPSYC4120
Brain Systems Involved in Memory,PSYC,4250,,Brain Systems Involved in MemoryPSYC4250
Special Topics in Psychology,PSYC,4500,The Psychology of Black Women,Special Topics in PsychologyPSYC4500The Psychology of Black Women
Special Topics in Psychology,PSYC,4500,Brain Mapping with MRI,Special Topics in PsychologyPSYC4500Brain Mapping with MRI
Special Topics in Psychology,PSYC,4500,Psychology of Social Justice,Special Topics in PsychologyPSYC4500Psychology of Social Justice
Special Topics in Psychology,PSYC,4500,Cognitive Aging,Special Topics in PsychologyPSYC4500Cognitive Aging
New Course in Psychology,PSYC,4559,Psychology of Wrongful Imprisonment,New Course in PsychologyPSYC4559Psychology of Wrongful Imprisonment
Directed Readings in Psychology,PSYC,4580,,Directed Readings in PsychologyPSYC4580
Distinguished Major Thesis,PSYC,4970,,Distinguished Major ThesisPSYC4970
Distinguished Major Thesis,PSYC,4980,,Distinguished Major ThesisPSYC4980
Computational Neuroscience,PSYC,5270,,Computational NeurosciencePSYC5270
RM: R in Psychology,PSYC,5323,,RM: R in PsychologyPSYC5323
Quantified Cognition,PSYC,5332,,Quantified CognitionPSYC5332
Current Topics in Psychology,PSYC,5500,RM: Electroencephalography,Current Topics in PsychologyPSYC5500RM: Electroencephalography
Current Topics in Psychology,PSYC,5500,Social Dynamics,Current Topics in PsychologyPSYC5500Social Dynamics
Machine Learning and Data Mining,PSYC,5710,,Machine Learning and Data MiningPSYC5710
Fundamentals of Item Response Theory,PSYC,5720,,Fundamentals of Item Response TheoryPSYC5720
Advanced Neural Mechanisms of Behavior,PSYC,7200,,Advanced Neural Mechanisms of BehaviorPSYC7200
Psychological Assessment,PSYC,7440,,Psychological AssessmentPSYC7440
Psychological Intervention II,PSYC,7450,,Psychological Intervention IIPSYC7450
Structural Determinants of Inequality,PSYC,7485,,Structural Determinants of InequalityPSYC7485
Contemporary Issues: Cognitive Psychology,PSYC,7501,,Contemporary Issues: Cognitive PsychologyPSYC7501
Contemporary Issues: Neuroscience and Behavior,PSYC,7502,,Contemporary Issues: Neuroscience and BehaviorPSYC7502
Contemporary Issues: Community Psychology,PSYC,7503,,Contemporary Issues: Community PsychologyPSYC7503
Contemporary Issues: Ethics and Clinical Psychology,PSYC,7504,,Contemporary Issues: Ethics and Clinical PsychologyPSYC7504
Contemporary Issues: Developmental Psychology,PSYC,7505,,Contemporary Issues: Developmental PsychologyPSYC7505
Contemporary Issues: Social Psychology,PSYC,7506,,Contemporary Issues: Social PsychologyPSYC7506
Contemporary Issues: Quantitative Psychology,PSYC,7507,,Contemporary Issues: Quantitative PsychologyPSYC7507
New Course in Psychology,PSYC,7559,Psych of Sexual Orientation and Gender Diversity,New Course in PsychologyPSYC7559Psych of Sexual Orientation and Gender Diversity
New Course in Psychology,PSYC,7559,Overview of Cognitive Psychology,New Course in PsychologyPSYC7559Overview of Cognitive Psychology
New Course in Psychology,PSYC,7559,Proseminar: Developmental Psychology,New Course in PsychologyPSYC7559Proseminar: Developmental Psychology
New Course in Psychology,PSYC,7559,Readings in Behavioral Neuroscience,New Course in PsychologyPSYC7559Readings in Behavioral Neuroscience
Social Psychology,PSYC,7600,,Social PsychologyPSYC7600
Professional Issues in Masters Studies,PSYC,7651,,Professional Issues in Masters StudiesPSYC7651
Quantitative Methods II: Experimental Design,PSYC,7720,,Quantitative Methods II: Experimental DesignPSYC7720
Affective Aspects of Behavior,PSYC,7725,,Affective Aspects of BehaviorPSYC7725
Developmental Aspects of Behavior,PSYC,7730,,Developmental Aspects of BehaviorPSYC7730
Practicum to Intervention and Supervision,PSYC,7750,,Practicum to Intervention and SupervisionPSYC7750
Advanced Practicum in Supervision and Consultation,PSYC,7755,,Advanced Practicum in Supervision and ConsultationPSYC7755
Forum on Scientific and Professional Ethics,PSYC,8040,,Forum on Scientific and Professional EthicsPSYC8040
Introduction to Structural Equation Modeling,PSYC,8735,,Introduction to Structural Equation ModelingPSYC8735
"Non-Topical Research, Preparation for Thesis",PSYC,8998,,"Non-Topical Research, Preparation for ThesisPSYC8998"
Topical Research,PSYC,9501,,Topical ResearchPSYC9501
Topical Research,PSYC,9501,Dynamical Systems,Topical ResearchPSYC9501Dynamical Systems
Topical Research,PSYC,9501,Social Judgment,Topical ResearchPSYC9501Social Judgment
Topical Research,PSYC,9501,Memory Distortion,Topical ResearchPSYC9501Memory Distortion
Topical Research,PSYC,9501,Social Neuroscience,Topical ResearchPSYC9501Social Neuroscience
Topical Research,PSYC,9501,Ability Measurement,Topical ResearchPSYC9501Ability Measurement
Topical Research,PSYC,9501,Social Cognition Human Inference,Topical ResearchPSYC9501Social Cognition Human Inference
Topical Research,PSYC,9501,Functional Epigenetics,Topical ResearchPSYC9501Functional Epigenetics
Topical Research,PSYC,9501,Computational Statistics,Topical ResearchPSYC9501Computational Statistics
Topical Research,PSYC,9501,Moral Development,Topical ResearchPSYC9501Moral Development
Topical Research,PSYC,9501,Quantified Cognition,Topical ResearchPSYC9501Quantified Cognition
Topical Research,PSYC,9502,,Topical ResearchPSYC9502
New Course in Psychology,PSYC,9559,Current Issues in Law & Psychological Science,New Course in PsychologyPSYC9559Current Issues in Law & Psychological Science
Practicum in Case Consultation,PSYC,9980,,Practicum in Case ConsultationPSYC9980
Non-Topical Research,PSYC,9999,,Non-Topical ResearchPSYC9999
African Religions,RELA,2750,,African ReligionsRELA2750
New Course in African Religions,RELA,3559,Introduction to Islam in Africa through the Arts,New Course in African ReligionsRELA3559Introduction to Islam in Africa through the Arts
New Course in African Religions,RELA,3559,Religion and Inequality in Africa,New Course in African ReligionsRELA3559Religion and Inequality in Africa
Christian Missions in Contemporary Africa,RELA,4085,,Christian Missions in Contemporary AfricaRELA4085
New Course in African Relgions,RELA,5559,Religion and society in Nigeria,New Course in African RelgionsRELA5559Religion and society in Nigeria
Buddhism,RELB,2100,,BuddhismRELB2100
Literary Tibetan VI,RELB,5480,,Literary Tibetan VIRELB5480
New Course in Buddhism,RELB,5559,Theravada Buddhism,New Course in BuddhismRELB5559Theravada Buddhism
Literary Tibetan VIII,RELB,5810,,Literary Tibetan VIIIRELB5810
Tutorial in Chinese Buddhist Texts,RELB,8738,,Tutorial in Chinese Buddhist TextsRELB8738
New Testament and Early Christianity,RELC,1220,,New Testament and Early ChristianityRELC1220
Mormonism and American Culture,RELC,2215,,Mormonism and American CultureRELC2215
Theologies of Liberation,RELC,3077,,Theologies of LiberationRELC3077
Evangelicalism,RELC,3115,,EvangelicalismRELC3115
Medieval Mysticism,RELC,3240,,Medieval MysticismRELC3240
History of Christian Ethics,RELC,3447,,History of Christian EthicsRELC3447
"American Religion, Social Reform, and Democracy",RELC,3465,,"American Religion, Social Reform, and DemocracyRELC3465"
New Course in Christianity,RELC,3559,Catholic Theology in 20th Century,New Course in ChristianityRELC3559Catholic Theology in 20th Century
New Course in Christianity,RELC,3559,The Bible and the Environment,New Course in ChristianityRELC3559The Bible and the Environment
New Course in Christianity,RELC,3559,Hell,New Course in ChristianityRELC3559Hell
Gender and Sexuality in the Bible,RELC,3665,,Gender and Sexuality in the BibleRELC3665
"Christianity, Gender, and Sexuality",RELC,3685,,"Christianity, Gender, and SexualityRELC3685"
New Course in Christianity,RELC,5559,Dante's Purgatory in Translation,New Course in ChristianityRELC5559Dante's Purgatory in Translation
New Course in Christianity,RELC,5559,Christianity in Edessa,New Course in ChristianityRELC5559Christianity in Edessa
Tutorial in Early Christian Thought,RELC,8742,,Tutorial in Early Christian ThoughtRELC8742
Introduction to Eastern Religious Traditions,RELG,1040,,Introduction to Eastern Religious TraditionsRELG1040
Religion in American Life and Thought from 1865 to the Present,RELG,2160,,Religion in American Life and Thought from 1865 to the PresentRELG2160
"Religion, Ethics, & Global Environment",RELG,2210,,"Religion, Ethics, & Global EnvironmentRELG2210"
New Course in Religious Studies,RELG,2559,Religion and Culture in Oceania,New Course in Religious StudiesRELG2559Religion and Culture in Oceania
New Course in Religious Studies,RELG,2559,"Religion, Human Rights & Activism","New Course in Religious StudiesRELG2559Religion, Human Rights & Activism"
New Course in Religious Studies,RELG,2559,"Religion, Race, and Difference in America","New Course in Religious StudiesRELG2559Religion, Race, and Difference in America"
"""Spiritual But Not Religious"": Spirituality in America",RELG,2660,,"""Spiritual But Not Religious"": Spirituality in AmericaRELG2660"
"Martin, Malcolm, and America",RELG,3200,,"Martin, Malcolm, and AmericaRELG3200"
Spiritual Writing,RELG,3375,,Spiritual WritingRELG3375
New Course in Religious Studies,RELG,3559,God in the White House: Religion & the Presidency,New Course in Religious StudiesRELG3559God in the White House: Religion & the Presidency
New Course in Religious Studies,RELG,3559,Black Religion and the Criminal Justice System,New Course in Religious StudiesRELG3559Black Religion and the Criminal Justice System
New Course in Religious Studies,RELG,3559,Scriptural Reasoning in the Abrahamic Traditions,New Course in Religious StudiesRELG3559Scriptural Reasoning in the Abrahamic Traditions
Religion and Modern Theatre,RELG,3600,,Religion and Modern TheatreRELG3600
"Religion, Violence and Strategy: How to Stop Killing in the Name of God",RELG,3605,,"Religion, Violence and Strategy: How to Stop Killing in the Name of GodRELG3605"
Bioethics Internship Seminar,RELG,4023,,Bioethics Internship SeminarRELG4023
Majors Seminar,RELG,4500,Faith and Doubt,Majors SeminarRELG4500Faith and Doubt
Distinguished Major Thesis,RELG,4900,,Distinguished Major ThesisRELG4900
"Proseminar in Religion, Politics & Conflict",RELG,5321,,"Proseminar in Religion, Politics & ConflictRELG5321"
New Course in Religion,RELG,5559,Studies in Religion and Sound,New Course in ReligionRELG5559Studies in Religion and Sound
"Hegel, Materialism, & Theology",RELG,5805,,"Hegel, Materialism, & TheologyRELG5805"
"Proseminar in World Religions, World Literatures",RELG,5821,,"Proseminar in World Religions, World LiteraturesRELG5821"
Theories and Methods in the Study of Religion,RELG,7360,,Theories and Methods in the Study of ReligionRELG7360
Negativity and the Religious Imagination,RELG,8000,,Negativity and the Religious ImaginationRELG8000
Proseminar in Scripture Interpretation and Practice,RELG,8350,,Proseminar in Scripture Interpretation and PracticeRELG8350
Themes and Topics in Religious Ethics,RELG,8704,,Themes and Topics in Religious EthicsRELG8704
Philosophic Resources for Abrahamic Theologies,RELG,8715,,Philosophic Resources for Abrahamic TheologiesRELG8715
Mediterranean Cultural Encounters Tutorial,RELG,8740,,Mediterranean Cultural Encounters TutorialRELG8740
Tutorial in Spiritual Writing,RELG,8741,,Tutorial in Spiritual WritingRELG8741
Religion and Violence in Modern India,RELH,3440,,Religion and Violence in Modern IndiaRELH3440
New Course in Hinduism,RELH,3559,Hindu Tantra,New Course in HinduismRELH3559Hindu Tantra
The History of Yoga,RELH,5173,,The History of YogaRELH5173
Tutorial in Sanskrit: Philosophy,RELH,8743,,Tutorial in Sanskrit: PhilosophyRELH8743
Hinduism and Ecology,RELH,8744,,Hinduism and EcologyRELH8744
Jewish-Muslim Relations,RELI,2024,,Jewish-Muslim RelationsRELI2024
Modern Islam: From the Age of Empires to the Present,RELI,2085,,Modern Islam: From the Age of Empires to the PresentRELI2085
New Course in Islam,RELI,3559,Introduction to Islam in Africa through the Arts,New Course in IslamRELI3559Introduction to Islam in Africa through the Arts
Advanced Readings in Arabic,RELI,8703,,Advanced Readings in ArabicRELI8703
Advanced Readings in Persian,RELI,8707,,Advanced Readings in PersianRELI8707
Islamic Studies Tutorial,RELI,8709,,Islamic Studies TutorialRELI8709
Elementary Biblical Hebrew II,RELJ,1420,,Elementary Biblical Hebrew IIRELJ1420
Jewish-Muslim Relations,RELJ,2024,,Jewish-Muslim RelationsRELJ2024
"Judaism, Roots and Rebellion",RELJ,2030,,"Judaism, Roots and RebellionRELJ2030"
Intermediate Biblical Hebrew II,RELJ,2420,,Intermediate Biblical Hebrew IIRELJ2420
The Passover Haggadah: A Service Learning Course,RELJ,3085,,The Passover Haggadah: A Service Learning CourseRELJ3085
Medieval Jewish Thought,RELJ,3100,,Medieval Jewish ThoughtRELJ3100
New Course in Judaism,RELJ,3559,Enduring Questions in Modern Judaism,New Course in JudaismRELJ3559Enduring Questions in Modern Judaism
Gender and Sexuality in the Bible,RELJ,3665,,Gender and Sexuality in the BibleRELJ3665
Hermann Cohen and Modern Religious Thought,RELJ,5365,,Hermann Cohen and Modern Religious ThoughtRELJ5365
The Song of Songs,RELJ,5385,,The Song of SongsRELJ5385
New Course in Judaism,RELJ,5559,"Race, Religion, and Rights in Global Perspective","New Course in JudaismRELJ5559Race, Religion, and Rights in Global Perspective"
Tutorial in Midrash Translation,RELJ,8730,,Tutorial in Midrash TranslationRELJ8730
"Tutorial:Buber, Heschel, & Levinas: Dialogical Approaches in Jewish Thought",RELJ,8739,,"Tutorial:Buber, Heschel, & Levinas: Dialogical Approaches in Jewish ThoughtRELJ8739"
Independent Research,RELS,4995,,Independent ResearchRELS4995
Topics for Supervised Study and Research,RELS,8500,Modern Islam: From the Age of Empires to Present,Topics for Supervised Study and ResearchRELS8500Modern Islam: From the Age of Empires to Present
Topics for Supervised Study and Research,RELS,8500,Intermediate Classical Hebrew II,Topics for Supervised Study and ResearchRELS8500Intermediate Classical Hebrew II
Topics for Supervised Study and Research,RELS,8500,Elementary Classical Hebrew II,Topics for Supervised Study and ResearchRELS8500Elementary Classical Hebrew II
Topics for Supervised Study and Research,RELS,8500,"Research Lab in Religion, Conflict, and Peace","Topics for Supervised Study and ResearchRELS8500Research Lab in Religion, Conflict, and Peace"
Topics for Supervised Study and Research,RELS,8500,Evangelicalism,Topics for Supervised Study and ResearchRELS8500Evangelicalism
Thesis Research,RELS,8960,,Thesis ResearchRELS8960
Research,RELS,8995,,ResearchRELS8995
"Non-Topical Research, Preparation for Research",RELS,8998,,"Non-Topical Research, Preparation for ResearchRELS8998"
Non-Topical Research,RELS,8999,,Non-Topical ResearchRELS8999
"Non-Topical Research, Preparation for Doctoral Research",RELS,9998,,"Non-Topical Research, Preparation for Doctoral ResearchRELS9998"
Non-Topical Research,RELS,9999,,Non-Topical ResearchRELS9999
First-Year Russian,RUSS,1020,,First-Year RussianRUSS1020
Second-Year Russian,RUSS,2020,,Second-Year RussianRUSS2020
Russian House Conversation,RUSS,3000,,Russian House ConversationRUSS3000
Third-Year Russian,RUSS,3020,,Third-Year RussianRUSS3020
Intermediate Conversation,RUSS,3030,,Intermediate ConversationRUSS3030
Russian Word Formation,RUSS,3050,,Russian Word FormationRUSS3050
Fourth-Year Russian,RUSS,4020,,Fourth-Year RussianRUSS4020
Senior Honors Thesis,RUSS,4990,,Senior Honors ThesisRUSS4990
Independent Study,RUSS,4993,,Independent StudyRUSS4993
Advanced Russian Grammar: Syntax,RUSS,5032,,Advanced Russian Grammar: SyntaxRUSS5032
Advanced Conversation,RUSS,5050,,Advanced ConversationRUSS5050
The Golden Age of Russian Poetry,RUSS,5175,,The Golden Age of Russian PoetryRUSS5175
Gulag: Graduate Studies in History and Literature,RUSS,5360,,Gulag: Graduate Studies in History and LiteratureRUSS5360
Independent Study,RUSS,5993,,Independent StudyRUSS5993
Medieval and 18th-Century Russian,RUSS,7290,,Medieval and 18th-Century RussianRUSS7290
Independent Study in Russian Linguistics,RUSS,7993,,Independent Study in Russian LinguisticsRUSS7993
Master's Thesis,RUSS,8999,,Master's ThesisRUSS8999
"Non-Topical Research, Doctoral",RUSS,9999,,"Non-Topical Research, DoctoralRUSS9999"
Russian and East European Film,RUTR,2350,,Russian and East European FilmRUTR2350
"Understanding Russia: Symbols, Myths, and Archetypes of Identity",RUTR,2470,,"Understanding Russia: Symbols, Myths, and Archetypes of IdentityRUTR2470"
Dostoevsky,RUTR,2730,,DostoevskyRUTR2730
"Books Behind Bars: Life, Lit, & Community Leadership",RUTR,3340,,"Books Behind Bars: Life, Lit, & Community LeadershipRUTR3340"
Twentieth Century Russian Literature,RUTR,3360,,Twentieth Century Russian LiteratureRUTR3360
Nabokov,RUTR,3400,,NabokovRUTR3400
Topics in Russian Literature,RUTR,3510,,Topics in Russian LiteratureRUTR3510
Elementary Sanskrit II,SANS,1020,,Elementary Sanskrit IISANS1020
New Course in Sanskrit,SANS,3559,,New Course in SanskritSANS3559
New Course in Sanskrit,SANS,7559,,New Course in SanskritSANS7559
Independent Study in Sanskrit,SANS,8993,,Independent Study in SanskritSANS8993
Data Visualization,SARC,5400,,Data VisualizationSARC5400
Visualization Elective,SARC,5555,Workflows #communication,Visualization ElectiveSARC5555Workflows #communication
CPT Internship,SARC,5711,,CPT InternshipSARC5711
Design Computation 2,SARC,6720,,Design Computation 2SARC6720
Theories of Knowledge in the Constructed Environment,SARC,8101,,Theories of Knowledge in the Constructed EnvironmentSARC8101
Adv Special Topics in the School of Architecture,SARC,8500,Healthy Cities,Adv Special Topics in the School of ArchitectureSARC8500Healthy Cities
Research Colloquium II,SARC,9912,,Research Colloquium IISARC9912
Research Colloquium IV,SARC,9914,,Research Colloquium IVSARC9914
Advanced Independent Research,SARC,9993,,Advanced Independent ResearchSARC9993
Non-Topical Doctoral Prep,SARC,9998,,Non-Topical Doctoral PrepSARC9998
Non-Topical Research,SARC,9999,,Non-Topical ResearchSARC9999
South Asian Studies Capstone Seminar,SAST,4991,,South Asian Studies Capstone SeminarSAST4991
Women Writing in India & Pakistan: 1947-Present,SATR,3000,,Women Writing in India & Pakistan: 1947-PresentSATR3000
Writing and Communication in a Technical Field,SEC,3040,,Writing and Communication in a Technical FieldSEC3040
Mobile Security and Forensics,SEC,4020,,Mobile Security and ForensicsSEC4020
Dracula,SLAV,2360,,DraculaSLAV2360
"Non-Topical Research, Preparation for Research",SLAV,8998,,"Non-Topical Research, Preparation for ResearchSLAV8998"
Non-Topical Research,SLAV,8999,,Non-Topical ResearchSLAV8999
"Non-Topical Research, Preparation for Doctoral Research",SLAV,9998,,"Non-Topical Research, Preparation for Doctoral ResearchSLAV9998"
Non-Topical Research,SLAV,9999,,Non-Topical ResearchSLAV9999
Introductory Sociology,SOC,1010,,Introductory SociologySOC1010
Sociology of the Family,SOC,2052,,Sociology of the FamilySOC2052
Social Problems,SOC,2220,,Social ProblemsSOC2220
Criminology,SOC,2230,,CriminologySOC2230
Systems of Inequality,SOC,2442,,Systems of InequalitySOC2442
New Course in Sociology,SOC,2559,Medical Sociology,New Course in SociologySOC2559Medical Sociology
New Course in Sociology,SOC,2559,,New Course in SociologySOC2559
Economy & Society,SOC,2900,,Economy & SocietySOC2900
Introduction to Social Theory,SOC,3020,,Introduction to Social TheorySOC3020
Sociology of Science & Knowledge,SOC,3059,,Sociology of Science & KnowledgeSOC3059
Introduction to Social Statistics,SOC,3130,,Introduction to Social StatisticsSOC3130
Sociology of Self,SOC,3310,,Sociology of SelfSOC3310
Race and Ethnic Relations,SOC,3410,,Race and Ethnic RelationsSOC3410
Cities and Cultures,SOC,3490,,Cities and CulturesSOC3490
New Course in Sociology,SOC,3559,"Environment, Globalization, and Development","New Course in SociologySOC3559Environment, Globalization, and Development"
Health and Society,SOC,3700,,Health and SocietySOC3700
Social Movements,SOC,3820,,Social MovementsSOC3820
Sociology of Music,SOC,4010,,Sociology of MusicSOC4010
Political Sociology,SOC,4054,,Political SociologySOC4054
Family Policy,SOC,4057,,Family PolicySOC4057
Deviance and Social Control,SOC,4230,,Deviance and Social ControlSOC4230
"Race, Crime and Punishment",SOC,4260,,"Race, Crime and PunishmentSOC4260"
Sociology of Mental Health and Illness,SOC,4280,,Sociology of Mental Health and IllnessSOC4280
Topics in Ethics and Society,SOC,4550,Money and Morality,Topics in Ethics and SocietySOC4550Money and Morality
New Course in Sociology,SOC,4559,The Authoritarian Mind,New Course in SociologySOC4559The Authoritarian Mind
Nations and Nationalism,SOC,4720,,Nations and NationalismSOC4720
"Media, Culture and Society",SOC,4850,,"Media, Culture and SocietySOC4850"
Special Studies in Sociology,SOC,4970,,Special Studies in SociologySOC4970
Distinguished Majors Thesis Writing,SOC,4981,,Distinguished Majors Thesis WritingSOC4981
Contemporary Sociological Theory,SOC,5060,,Contemporary Sociological TheorySOC5060
Research Design and Methods,SOC,5100,,Research Design and MethodsSOC5100
Intermediate Statistics,SOC,5120,,Intermediate StatisticsSOC5120
New Course in Sociology,SOC,5559,Memory Studies,New Course in SociologySOC5559Memory Studies
Sociology of Art,SOC,7070,,Sociology of ArtSOC7070
Sociological Issues,SOC,8040,,Sociological IssuesSOC8040
Race & Ethnicity,SOC,8410,,Race & EthnicitySOC8410
"Non-Topical Research, Preparation for Research",SOC,8998,,"Non-Topical Research, Preparation for ResearchSOC8998"
Non-Topical Research,SOC,8999,,Non-Topical ResearchSOC8999
Advanced Topics in Culture,SOC,9510,Agency and Power,Advanced Topics in CultureSOC9510Agency and Power
Advanced Topics in Economic Sociology and Organizations,SOC,9540,Genesis of Institutional Logics,Advanced Topics in Economic Sociology and OrganizationsSOC9540Genesis of Institutional Logics
Advanced Topics in Economic Sociology and Organizations,SOC,9540,Political Economy and the Sociology of Markets,Advanced Topics in Economic Sociology and OrganizationsSOC9540Political Economy and the Sociology of Markets
Advanced Topics in Development and Globalization,SOC,9550,Regulation and Governance of Global Production,Advanced Topics in Development and GlobalizationSOC9550Regulation and Governance of Global Production
Advanced Topics in Development and Globalization,SOC,9550,Work and Migration in Global Production Networks,Advanced Topics in Development and GlobalizationSOC9550Work and Migration in Global Production Networks
Advanced Topics in Political and Comparative-Historical Sociology,SOC,9560,Nations and National Identity: Special Ref to HK,Advanced Topics in Political and Comparative-Historical SociologySOC9560Nations and National Identity: Special Ref to HK
"Non-Topical Research, Preparation for Doctoral Research",SOC,9998,,"Non-Topical Research, Preparation for Doctoral ResearchSOC9998"
Non-Topical Research,SOC,9999,,Non-Topical ResearchSOC9999
Elementary Spanish,SPAN,1020,,Elementary SpanishSPAN1020
Accelerated Elementary Spanish,SPAN,1060,,Accelerated Elementary SpanishSPAN1060
